#汉字	频率	累计频率(%)	拼音
但	374459	40.81482535	dan4
因	371612	41.00686891	yin1
只	370059	41.1981099	qi2/zhi1/zhi3
从	369958	41.3892987	cong1/cong2/zong4
想	368819	41.57989887	xiang3
实	368494	41.77033109	shi2
日	363763	41.95831841	ri4
军	362526	42.14566645	1-Jun
者	360974	42.33221245	zhe3
意	360232	42.51837499	yi4
无	359265	42.7040378	wu2
力	359136	42.88963395	li4
它	346173	43.06853101	ta1
与	345532	43.24709681	yu2/yu3/yu4
长	342148	43.42391381	chang2/zhang3
把	340730	43.59999801	ba3/ba4
机	339823	43.77561349	ji1
十	338954	43.95077987	shi2
民	335796	44.12431426	min2
第	325780	44.29267252	di4
公	318626	44.4573337	gong1
此	318534	44.62194733	ci3
已	318143	44.78635891	yi3
工	317532	44.95045472	gong1
使	316273	45.11389991	shi3
情	312900	45.27560198	qing2
明	309873	45.43573974	ming2
性	309844	45.59586251	xing4
知	306384	45.75419721	zhi1
全	305248	45.91194484	quan2
三	304272	46.06918808	san1
又	302933	46.22573935	you4
关	302473	46.3820529	guan1
点	300800	46.53750187	dian3
正	296810	46.69088887	zheng1/zheng4
业	296169	46.8439446	ye4
外	295645	46.99672955	wai4
将	295586	47.149484	jiang1/jiang4
两	294600	47.3017289	liang3
高	293542	47.45342704	gao1
间	292227	47.60444561	jian1/jian4
由	292199	47.75544971	you2
问	288237	47.90440631	wen4
很	284252	48.05130351	hen3
最	283689	48.19790977	zui4
重	282843	48.34407883	chong2/zhong4
并	281616	48.48961379	bing4
物	281146	48.63490587	wu4
手	280442	48.77983412	shou3
应	280384	48.92473241	ying1/ying4
战	278776	49.0687997	zhan4
向	276986	49.21194195	xiang4
头	274911	49.35401186	tou2/tou
文	274222	49.49572572	wen2
体	273792	49.63721735	ti3
政	269878	49.77668629	zheng4
美	269452	49.91593508	mei3
相	269125	50.05501488	xiang1/xiang4
见	269080	50.19407142	jian4/xian4
被	268905	50.33303753	bei4
利	268813	50.47195609	li4
什	267869	50.61038681	shen2/shi2
二	267506	50.74862993	er4
等	266296	50.88624775	deng3
产	265164	51.02328056	chan3
或	260786	51.15805089	huo4
新	253921	51.28927349	xin1
己	250894	51.41893178	ji3
制	250754	51.54851772	zhi4
身	249725	51.67757188	shen1
果	246831	51.80513048	guo3
加	243648	51.93104414	jia1
西	243619	52.05694282	xi1
斯	240900	52.18143636	si1
月	240566	52.30575729	yue4
话	240067	52.42982035	hua4
合	239277	52.55347514	ge3/he2
回	239243	52.67711237	hui2
特	239091	52.80067104	te2/te4
代	231734	52.92042773	dai4
内	231331	53.03997615	nei4
信	230248	53.1589649	xin4
表	226768	53.27615523	biao3
化	224729	53.39229183	hua4
老	223050	53.50756076	lao3
给	217815	53.62012431	gei3/ji3
世	214990	53.73122795	shi4
位	214983	53.84232797	wei4
次	214857	53.95336287	ci4
度	214376	54.0641492	du4
门	212769	54.17410506	men2
任	212485	54.28391415	ren4
常	212309	54.39363228	chang2
先	210628	54.5024817	xian1
海	209302	54.61064586	hai3
通	209046	54.71867773	tong1
教	208875	54.82662122	jiao1/jiao4
儿	207827	54.93402313	er2/er
原	207579	55.04129687	yuan2
东	206238	55.1478776	dong1
声	206083	55.25437823	sheng1
提	205159	55.36040135	di1/ti2
立	204985	55.46633455	li4
及	202671	55.57107191	ji2
比	200645	55.67476227	bi3/bi4
员	200217	55.77823144	yuan2
解	200090	55.88163497	jie3/jie4/xie4
水	198933	55.98444059	shui3
名	198481	56.08701262	ming2
真	198416	56.18955106	zhen1
论	197165	56.291443	lun2/lun4
处	194237	56.3918218	chu3/chu4
走	193619	56.49188122	zou3
义	193507	56.59188276	yi4
各	193435	56.69184709	ge4
入	192433	56.79129361	ru4
几	192355	56.89069981	ji1/ji3
口	191936	56.98988948	kou3
认	191866	57.08904298	ren4
条	191280	57.18789364	tiao2
平	191267	57.28673758	ping2
系	190769	57.38532416	xi4
气	190687	57.48386837	qi4
题	189921	57.58201672	ti2
活	189876	57.68014181	huo2
尔	189785	57.77821988	er3
更	187378	57.87505405	geng1/geng4
别	186634	57.97150372	bie2/bie4
打	186146	58.06770121	da2/da3
女	185188	58.16340361	nu:3/nv3
变	185121	58.2590714	bian4
四	184874	58.35461153	si4
神	184554	58.44998629	shen2
总	184470	58.54531765	zong3
何	184335	58.64057924	he2
电	183834	58.73558191	dian4
数	183312	58.83031483	shu3/shu4/shuo4
安	183210	58.92499504	an1
少	183018	59.01957602	shao3/shao4
报	182411	59.11384331	bao4
才	181725	59.20775609	cai2
结	181674	59.30164251	jie1/jie2
反	181385	59.39537958	fan3
受	180928	59.48888048	shou4
目	180827	59.58232919	mu4
太	180490	59.67560374	tai4
量	180008	59.7686292	liang2/liang4
再	179607	59.86144742	zai4
感	178383	59.95363311	gan3
建	178289	60.04577021	jian4
务	176085	60.13676832	wu4
做	175580	60.22750546	zuo4
接	175473	60.31818729	jie1
必	174963	60.40860557	bi4
场	173632	60.49833601	chang3
件	172895	60.58768557	jian4
计	171949	60.67654626	ji4
管	170746	60.76478526	guan3
期	169806	60.85253847	qi1
市	169522	60.94014492	shi4
直	169439	61.02770848	zhi2
德	168917	61.11500227	de2
资	168890	61.20228211	zi1
命	168358	61.28928703	ming4
山	168142	61.37618031	shan1
金	167912	61.46295474	jin1
指	166865	61.54918809	zhi3
克	166044	61.63499716	ke4
许	166034	61.72080106	xu3
统	165820	61.80649437	tong3
区	164775	61.89164765	ou1/qu1
保	164424	61.97661952	bao3
至	163582	62.06115627	zhi4
队	162938	62.14536021	dui4
形	162049	62.22910472	xing2
社	159527	62.3115459	she4
便	159479	62.39396228	bian4/pian2
空	158539	62.47589288	kong1/kong4
决	157959	62.55752374	jue2
治	156904	62.6386094	zhi4
展	156759	62.71962012	zhan3
马	155772	62.80012077	ma3
科	155750	62.88061006	ke1
司	155229	62.9608301	si1
五	154316	63.04057831	wu3
基	153462	63.11988519	ji1
眼	152079	63.19847736	yan3
书	151357	63.2766964	shu1
非	149915	63.35417025	fei1
则	149042	63.43119294	ze2
听	148988	63.50818772	ting1/ting4
白	148728	63.58504814	bai2
却	148679	63.66188324	que4
界	148438	63.73859379	jie4
达	147907	63.81502993	da2
光	147639	63.89132757	guang1
放	147600	63.96760506	fang4
强	146665	64.04339935	qiang2
即	146459	64.11908718	ji2
像	145291	64.19417141	xiang4
难	144597	64.26889699	nan2/nan4
且	144597	64.34362257	qie3
权	144506	64.41830112	quan2
思	144503	64.49297813	si1
王	143948	64.56736831	wang2
象	143453	64.64150269	xiang4
完	143120	64.71546498	wan2
设	142742	64.78923192	she4
式	142292	64.86276631	shi4
色	142231	64.93626918	se4/shai3
路	141812	65.00955551	lu4
记	139501	65.08164756	ji4
南	139078	65.153521	nan2
品	138528	65.22511021	pin3
住	138503	65.2966865	zhu4
告	138285	65.36815013	gao4
类	138280	65.43961118	lei4
求	138216	65.51103916	qiu2
据	137990	65.58235034	ju1/ju4
程	136962	65.65313026	cheng2
北	136939	65.7238983	bei3
边	136277	65.79432423	bian1
死	136194	65.86470726	si3
张	136087	65.935035	zhang1
该	136053	66.00534517	gai1
交	135727	66.07548687	jiao1
规	134528	66.14500894	gui1
万	134220	66.21437184	wan4
取	134102	66.28367376	qu3
拉	134051	66.35294932	la1
格	133986	66.4221913	ge2
望	133145	66.49099865	wang4
觉	132041	66.55923548	jiao4/jue2
术	131634	66.62726197	shu4/zhu2
领	130993	66.69495721	ling3
共	128824	66.76153154	gong4
确	128417	66.82789553	que4
传	128186	66.89414015	chuan2/zhuan4
师	128086	66.96033309	shi1
观	127796	67.02637617	guan1/guan4
清	127716	67.0923779	qing1
今	126624	67.1578153	jin1
切	126391	67.22313229	qie1/qie4
院	126115	67.28830664	yuan4
让	125660	67.35324586	rang4
识	125220	67.4179577	shi2/zhi4
候	124865	67.48248607	hou4
带	124619	67.54688732	dai4
导	124463	67.61120795	dao3
争	124420	67.67550636	zheng1
运	123903	67.73953758	yun4
笑	122902	67.80305151	xiao4
飞	122290	67.86624916	fei1
风	121803	67.92919514	feng1
步	121267	67.99186413	bu4
改	121023	68.05440701	gai3
收	120897	68.11688479	shou1
根	120778	68.17930106	gen1
干	120564	68.24160675	gan1/gan4
造	120496	68.30387729	zao4
言	120308	68.36605067	yan2
联	120301	68.42822044	lian2
持	119990	68.49022949	chi2
组	119734	68.55210624	zu3
每	119594	68.61391064	mei3
济	119161	68.67549128	ji4
车	118824	68.73689775	che1/ju1
亲	118451	68.79811147	qin1/qing4
极	117736	68.85895568	ji2
林	117675	68.91976837	lin2
服	116961	68.98021208	fu2
快	116923	69.04063615	kuai4
办	116904	69.1010504	ban4
议	116810	69.16141607	yi4
往	116539	69.22164169	wang3/wang4
元	116488	69.28184096	yuan2
英	116193	69.34188777	ying1
士	115704	69.40168188	shi4
证	115610	69.46142741	zheng4
近	115441	69.5210856	jin4
失	115346	69.5806947	shi1
转	115087	69.64016995	zhuan3/zhuan4
夫	114784	69.69948862	fu1
令	114570	69.75869669	ling4
准	113877	69.81754663	zhun3
布	113652	69.8762803	bu4
始	112987	69.9346703	shi3
怎	112294	69.99270217	zen3
呢	112185	70.05067771	ne/ni2
存	110970	70.10802535	cun2
未	110491	70.16512546	wei4
远	110455	70.22220696	yuan3
叫	110131	70.27912103	jiao4
台	109362	70.33563768	tai2
单	109359	70.39215279	chan2/dan1/shan4
影	108862	70.44841105	ying3
具	108811	70.50464296	ju4
罗	108376	70.56065006	luo1/luo2
字	108218	70.61657552	zi4
爱	108167	70.67247462	ai4
击	107513	70.72803574	ji1
流	107397	70.78353691	liu2
备	107114	70.83889183	bei4
兵	106982	70.89417854	bing1
连	106814	70.94937843	lian2
调	106379	71.00435351	diao4/tiao2
深	105924	71.05909346	shen1
商	105406	71.11356571	shang1
算	105293	71.16797957	suan4
质	104560	71.22201463	zhi4
团	104151	71.27583831	tuan2
集	104019	71.32959379	ji2
百	103938	71.3833074	bai3
需	103832	71.43696623	xu1
价	103634	71.49052274	jia4/jie
花	103367	71.54394127	hua1
党	103165	71.59725541	dang3
华	103158	71.65056593	hua2/hua4
城	102833	71.7037085	cheng2
石	102149	71.75649758	dan4/shi2
级	102018	71.80921897	ji2
整	100910	71.86136776	zheng3
府	100771	71.91344471	fu3
离	100744	71.96550771	li2
况	100680	72.01753764	kuang4
亚	100251	72.06934587	ya4
请	100226	72.12114117	qing3
技	99790	72.17271116	ji4
际	99412	72.22408581	ji4
约	99148	72.27532402	yao1/yue1
示	98963	72.32646663	shi4
复	98822	72.37753637	fu4
病	98692	72.42853893	bing4
息	98447	72.47941487	xi1
究	98377	72.53025464	jiu1
线	98261	72.58103447	xian4
似	98057	72.63170887	si4
官	97897	72.68230058	guan1
火	97760	72.7328215	huo3
断	97235	72.7830711	duan4
精	97135	72.83326902	jing1
满	96954	72.88337341	man3
支	96814	72.93340544	zhi1
视	96326	72.98318529	shi4
消	96263	73.03293258	xiao1
越	95657	73.08236669	yue4
器	95444	73.13169073	qi4
容	95407	73.18099565	rong2
照	95020	73.23010058	zhao4
须	94903	73.27914504	xu1
九	94580	73.32802257	jiu3
增	93869	73.37653268	zeng1
研	93761	73.42498697	yan2
写	93710	73.4734149	xie3
称	93638	73.52180563	chen4/cheng1/cheng4
企	93453	73.57010075	qi3
八	92700	73.61800673	ba1
功	92052	73.66557784	gong1
吗	91639	73.71293551	ma3/ma
包	91240	73.76008699	bao1
片	90559	73.80688653	pian1/pian4
史	90469	73.85363957	shi3
委	90263	73.90028614	wei1/wei3
乎	90127	73.94686244	hu1
查	90039	73.99339325	cha2/zha1
轻	89852	74.03982743	qing1
易	89730	74.08619856	yi4
早	89623	74.1325144	zao3
曾	89328	74.17867778	ceng2/zeng1
除	89272	74.22481222	chu2
农	88412	74.27050223	nong2
找	88247	74.31610697	zhao3
装	88143	74.36165796	zhuang1
广	87900	74.40708337	guang3
显	87825	74.45247003	xian3
吧	87536	74.49770733	ba1/ba
阿	87159	74.5427498	a1/a4/a/e1
李	86593	74.58749978	li3
标	86324	74.63211074	biao1
谈	86089	74.67660026	tan2
吃	85976	74.72103137	chi1/ji2
图	85957	74.76545267	tu2
念	85953	74.80987191	nian4
六	85830	74.85422757	liu4
引	85740	74.89853673	yin3
历	85487	74.94271514	li4
首	85036	74.98666048	shou3
医	84620	75.03039084	yi1
局	84587	75.07410415	ju2
突	84474	75.11775905	tu1
专	84361	75.16135556	zhuan1
费	84359	75.20495104	fei4
号	84335	75.24853412	hao2/hao4
尽	84270	75.2920836	jin3/jin4
另	83702	75.33533955	ling4
周	83366	75.37842186	zhou1
较	82870	75.42124784	jiao4
注	82869	75.46407331	zhu4
语	82805	75.5068657	yu3/yu4
仅	82729	75.54961882	jin3
考	82688	75.59235075	kao3
落	82641	75.63505839	la4/luo4
青	82619	75.67775466	qing1
随	82599	75.7204406	sui2
选	82498	75.76307434	xuan3
列	82418	75.80566673	lie4
武	81863	75.84797231	wu3
红	81852	75.89027221	hong2
响	81702	75.93249459	xiang3
虽	81097	75.97440431	sui1
推	80933	76.01622929	tui1
势	80705	76.05793643	shi4
参	80663	76.09962187	can1/shen1
希	80460	76.1412024	xi1
古	80454	76.18277983	gu3
众	80390	76.22432419	zhong4
构	80364	76.26585511	gou4
房	80320	76.30736329	fang2
半	80183	76.34880067	ban4
节	80074	76.39018173	jie2/jie1
土	79809	76.43142583	tu3
投	79708	76.47261774	tou2
某	79482	76.51369286	mou3
案	79395	76.55472301	an4
黑	78896	76.59549529	hei1
维	78877	76.63625775	wei2
革	78685	76.67692099	ge2
划	78648	76.71756511	hua2/hua4
敌	78620	76.75819476	di2
致	78238	76.79862699	zhi4
陈	77914	76.83889179	chen2
律	77818	76.87910698	lu:4/lv4
足	77385	76.91909839	zu2
态	77219	76.95900402	tai4
护	76993	76.99879286	hu4
七	76766	77.03846439	qi1
兴	76760	77.07813282	xing1/xing4
派	76750	77.11779608	pai4
孩	76620	77.15739215	hai2
验	76542	77.19694792	yan4
责	76377	77.23641842	ze2
营	76372	77.27588633	ying2
星	76320	77.31532737	xing1
够	76181	77.35469658	gou4
章	76098	77.3940229	zhang1
音	76043	77.43332079	yin1
跟	75958	77.47257476	gen1
志	75904	77.51180081	zhi4
底	75728	77.55093592	de/di3
站	75402	77.58990255	zhan4
严	75278	77.6288051	yan2
巴	74917	77.6675211	ba1
例	74579	77.70606241	li4
防	74459	77.74454172	fang2
族	74174	77.78287374	zu2
供	74168	77.82120266	gong1/gong4
效	74009	77.85944941	xiao4
续	73927	77.89765378	xu4
施	73861	77.93582405	shi1
留	73287	77.97369768	liu2
讲	73220	78.01153669	jiang3
型	73216	78.04937363	xing2
料	72778	78.08698422	liao4
终	72533	78.1244682	zhong1
答	72421	78.16189429	da1/da2
紧	72300	78.19925786	jin3
黄	72199	78.23656923	huang2
绝	72074	78.273816	jue2
奇	71919	78.31098267	ji1/qi2
察	71894	78.34813642	cha2
母	71462	78.38506692	mu3
京	71245	78.42188528	jing1
段	71172	78.45866591	duan4
依	70632	78.49516748	yi1
批	70580	78.53164217	pi1
群	70459	78.56805433	qun2
项	70453	78.6044634	xiang4
故	70067	78.64067298	gu4
按	69984	78.67683967	an4
河	69687	78.71285288	he2
米	69668	78.74885626	mi3
围	69641	78.7848457	wei2
江	69602	78.82081498	jiang1
织	69482	78.85672224	zhi1
害	69462	78.89261917	hai4
斗	69456	78.928513	dou3/dou4
双	69440	78.96439856	shuang1
境	69360	79.00024278	jing4
客	69108	79.03595676	ke4
纪	69045	79.07163819	ji4
采	68946	79.10726846	cai3/cai4
举	68924	79.14288736	ju3
杀	68776	79.17842977	sha1
攻	68747	79.2139572	gong1
父	68576	79.24939626	fu4
苏	68487	79.28478932	su1
密	68475	79.32017618	mi4
低	68424	79.35553669	di1
朝	68380	79.39087446	chao2/zhao1
友	68196	79.42611714	you3
诉	68147	79.46133449	su4
止	68082	79.49651826	zhi3
细	67915	79.53161572	xi4
愿	67915	79.56671318	yuan4
千	67843	79.60177344	qian1
值	67732	79.63677633	zhi2
仍	67490	79.67165416	reng2
男	67405	79.70648806	nan2
钱	67304	79.74126977	qian2
破	67268	79.77603287	po4
网	67118	79.81071845	wang3
热	67051	79.84536941	re4
助	66867	79.87992528	zhu4
倒	66634	79.91436074	dao3/dao4
育	66551	79.94875331	yu4
属	66374	79.98305441	shu3/zhu3
坐	66293	80.01731365	zuo4
帝	66035	80.05143955	di4
限	66018	80.08555667	xian4
船	65883	80.11960403	chuan2
脸	65727	80.15357076	lian3
职	65272	80.18730236	zhi2
速	65094	80.22094198	su4
刻	65015	80.25454076	ke4
乐	64965	80.28811371	le4/yue4
否	64772	80.32158691	fou3/pi3
刚	64622	80.3549826	gang1
威	64559	80.38834573	wei1
毛	64522	80.42168975	mao2
状	64495	80.4550198	zhuang4
率	64453	80.48832815	lu:4/shuai4/lv4
甚	64438	80.52162876	shen4
独	64201	80.55480688	du2
球	63913	80.58783617	qiu2
般	63739	80.62077553	ban1
普	63570	80.65362756	pu3
怕	63520	80.68645376	pa4
弹	63417	80.71922672	dan4/tan2
校	63200	80.75188754	jiao4/xiao4
苦	63194	80.78454526	ku3
创	63156	80.81718334	chuang1/chuang4
假	62691	80.84958112	jia3/jia4
久	62588	80.88192567	jiu3
错	62401	80.91417358	cuo4
承	62285	80.94636154	cheng2
印	62179	80.97849472	yin4
晚	62142	81.01060878	wan3
兰	61951	81.04262414	lan2
试	61912	81.07461934	shi4
股	61861	81.10658818	gu3
拿	61798	81.13852447	na2
脑	61647	81.17038273	nao3
预	61534	81.20218258	yu4
谁	61528	81.23397934	shei2/shui2
益	60896	81.26544949	yi4
阳	60867	81.29690465	yang2
若	60736	81.32829211	ruo4
哪	60708	81.3596651	na3/na/nei3
微	60484	81.39092233	wei1
尼	60474	81.4221744	ni2
继	60428	81.45340269	ji4
送	60182	81.48450385	song4
急	60141	81.51558383	ji2
血	59944	81.54656199	xie3/xue4
惊	59724	81.57742647	jing1
伤	59632	81.6082434	shang1
素	59100	81.6387854	su4
药	59090	81.66932224	yao4
适	58927	81.69977483	shi4
波	58859	81.73019229	bo1
夜	58839	81.76059941	ye4
省	58642	81.79090472	sheng3/xing3
初	58587	81.82118161	chu1
喜	58449	81.85138719	xi3
卫	58408	81.88157158	wei4
源	58145	81.91162005	yuan2
食	58110	81.94165043	shi2/si4
险	58047	81.97164826	xian3
待	57757	82.00149622	dai1/dai4
述	57744	82.03133746	shu4
陆	57430	82.06101643	liu4/lu4
习	57329	82.0906432	xi2
置	57255	82.12023174	zhi4
居	56307	82.14933036	ju1
劳	56119	82.17833182	lao2
财	56037	82.20729091	cai2
环	55971	82.23621589	huan2
排	55938	82.26512382	pai2/pai3
福	55871	82.29399712	fu2
纳	55597	82.32272882	na4
欢	55294	82.35130394	huan1
雷	55226	82.37984392	lei2
警	55189	82.40836477	jing3
获	55064	82.43682103	huo4
模	54891	82.46518788	mo2
充	54812	82.49351391	chong1
负	54616	82.52173864	fu4
云	54510	82.5499086	yun2
停	54453	82.5780491	ting2
木	54433	82.60617927	mu4
游	54262	82.63422106	you2
龙	54169	82.6622148	long2
树	54037	82.69014032	shu4
疑	53982	82.71803741	yi2
层	53705	82.74579136	ceng2
冷	53460	82.77341869	leng3
洲	53429	82.80103	zhou1
冲	53378	82.82861496	chong1/chong4
射	53184	82.85609966	she4
略	53068	82.88352441	lue4
范	53033	82.91093108	fan4
竟	53033	82.93833775	jing4
句	52891	82.96567103	ju4
室	52846	82.99298106	shi4
异	52735	83.02023372	yi4
激	52723	83.04748018	ji1
汉	52656	83.07469202	han4
村	52603	83.10187647	cun1
哈	52475	83.12899477	ha1/ha3
策	52394	83.15607121	ce4
演	52394	83.18314765	yan3
简	52280	83.21016518	jian3
卡	52244	83.2371641	ka3/qia3
罪	52068	83.26407207	zui4
判	52045	83.29096815	pan4
担	51792	83.31773349	dan1/dan4
州	51533	83.34436497	zhou1
静	51401	83.37092825	jing4
退	51272	83.39742485	tui4
既	51208	83.42388839	ji4
衣	51134	83.45031368	yi1/yi4
您	51094	83.4767183	nin2
宗	50799	83.50297047	zong1
积	50720	83.52918181	ji1
余	50601	83.55533165	yu2
痛	50459	83.58140811	tong4
检	50413	83.6074608	jian3
差	50349	83.63348042	cha1/cha4/chai1/ci1
富	50273	83.65946076	fu4
灵	50134	83.68536926	ling2
协	50123	83.71127208	xie2
角	50081	83.7371532	jiao3/jue2
占	49980	83.76298212	zhan1/zhan4
配	49900	83.7887697	pei4
征	49855	83.81453402	zheng1
修	49829	83.84028491	xiu1
皮	49803	83.86602236	pi2
挥	49702	83.89170761	hui1
胜	49565	83.91732207	sheng1/sheng4
降	49306	83.94280268	jiang4/xiang2
阶	49058	83.96815512	jie1
审	48862	83.99340628	shen3
沉	48772	84.01861092	chen2
坚	48749	84.04380368	jian1
善	48739	84.06899127	shan4
妈	48622	84.0941184	ma1
刘	48600	84.11923415	liu2
读	48304	84.14419694	dou4/du2
啊	48244	84.16912873	a1/a2/a3/a4/a
超	48218	84.19404707	chao1
免	48044	84.2188755	mian3
压	48038	84.24370082	ya1/ya4
银	47955	84.26848325	yin2
买	47788	84.29317938	mai3
皇	47750	84.31785587	huang2
养	47702	84.34250755	yang3
伊	47619	84.36711635	yi1
怀	47561	84.39169516	huai2
执	47543	84.41626468	zhi2
副	47520	84.44082231	fu4
乱	47474	84.46535617	luan4
抗	47342	84.48982181	kang4
犯	47098	84.51416135	fan4
追	47079	84.53849108	zhui1
帮	47065	84.56281357	bang1
宣	47041	84.58712366	xuan1
佛	47038	84.6114322	fo2/fu2
岁	46835	84.63563583	sui4
航	46789	84.65981569	hang2
优	46613	84.6839046	you1
怪	46600	84.70798679	guai4
香	46525	84.73203022	xiang1
著	46239	84.75592584	zhu4/zhe
田	45886	84.77963905	tian2
铁	45798	84.80330677	tie3
控	45664	84.82690525	kong4
税	45615	84.8504784	shui4
左	45568	84.87402727	zuo3
右	45561	84.89757251	you4
份	45408	84.92103869	fen4
穿	45314	84.9444563	chuan1
艺	45218	84.96782429	yi4
背	45181	84.99117315	bei1/bei4
阵	44899	85.01437629	zhen4
草	44612	85.03743111	cao3
脚	44529	85.06044303	jiao3/jue2
概	44501	85.08344049	gai4
恶	44493	85.10643381	e3/e4/wu4
块	44475	85.12941783	kuai1/kuai4
顿	44425	85.15237601	dun4
敢	44338	85.17528923	gan3
守	44264	85.19816421	shou3
酒	44069	85.22093841	jiu3
岛	44056	85.2437059	dao3
托	44052	85.26647131	tuo1
央	44052	85.28923673	yang1
户	43810	85.31187709	hu4
烈	43751	85.33448696	lie4
洋	43692	85.35706633	yang2
哥	43620	85.3796085	ge1
索	43365	85.40201889	suo3
胡	43199	85.42434349	hu2
款	43087	85.44661021	kuan3
靠	42988	85.46882577	kao4
评	42966	85.49102996	ping2
版	42853	85.51317575	ban3
宝	42836	85.53531276	bao3
座	42814	85.5574384	zuo4
释	42749	85.57953045	shi4
景	42738	85.60161681	jing3
顾	42735	85.62370162	gu4
弟	42706	85.64577145	di4
登	42687	85.66783146	deng1
货	42602	85.68984754	huo4
互	42579	85.71185173	hu4
付	42527	85.73382905	fu4
伯	42513	85.75579914	bo2
慢	42506	85.77776561	man4
欧	42504	85.79973104	ou1
换	42292	85.82158692	huan4
闻	42253	85.84342264	wen2
危	42080	85.86516896	wei1
忙	42026	85.88688737	mang2
核	41944	85.90856341	he2
暗	41881	85.93020689	an4
姐	41762	85.95178887	jie3
介	41749	85.97336413	jie4
坏	41723	85.99492596	huai4
讨	41717	86.01648468	tao3
丽	41363	86.03786046	li2/li4
良	41167	86.05913496	liang2
序	41129	86.08038981	xu4
升	41105	86.10163227	sheng1
监	41082	86.12286283	jian1/jian4
临	41068	86.14408617	lin2
亮	41016	86.16528262	liang4
露	40954	86.18644704	lu4/lou4
永	40936	86.20760216	yong3
呼	40709	86.22863997	hu1
味	40704	86.24967519	wei4
野	40681	86.27069852	ye3
架	40619	86.29168982	jia4
域	40597	86.31266975	yu4
沙	40573	86.33363727	sha1
掉	40541	86.35458825	diao4
括	40519	86.37552787	kuo4
舰	40500	86.39645767	jian4
鱼	40452	86.41736266	yu2
杂	40265	86.43817102	za2
误	40196	86.45894371	wu4
湾	40101	86.47966731	wan1
吉	40081	86.50038058	ji2
减	40011	86.52105767	jian3
编	39879	86.54166654	bian1
楚	39846	86.56225836	chu3
肯	39813	86.58283313	ken3
测	39752	86.60337637	ce4
败	39627	86.62385501	bai4
屋	39588	86.6443135	wu1
跑	39497	86.66472497	pao3
梦	39486	86.68513074	meng4
散	39336	86.70545901	san3/san4
温	39312	86.72577486	wen1
困	39172	86.74601837	kun3/kun4
